study_hours,attendance,sleep_hours,previous_score,assignment_score,internet_usage,parent_education,stress_level,part_time_job,health_score,lulus
6.993428306022466,75.76240317977297,5.982257904269167,83.53290936552304,85.44343231280297,5.341747057493964,4,4.526274266361503,0,76.83722218777369,1
5.72347139765763,75.46585891616147,6.541750805419521,78.29079795088505,77.17406431130246,5.024510861263083,2,7.9372940290781075,0,61.07932769868407,0
7.295377076201385,62.04356827369985,6.103928408432286,87.11983416688274,74.4070639991534,4.137689867165271,4,3.1894299558466983,1,77.16084895981396,0
9.046059712816051,76.69909808298563,7.16562707041918,100.0,100.0,4.994946678304426,4,1.0,1,43.6478523181446,1
5.531693250553328,87.32829081821745,8.79576779719287,70.18629316789921,58.289332747553786,5.9816832509858875,3,8.000513982025053,0,50.71914280895406,0
5.531726086101639,67.25767880923205,5.843436764288193,69.1951605153816,66.64851325900653,4.747675742042321,4,4.049290473351497,1,77.12968771765188,0
9.158425631014783,90.48482651050593,8.50123074665262,100.0,74.95967565711062,5.839535260460548,4,4.968523235662625,0,60.5499864150529,1
7.534869458305818,84.87774821084338,5.827491891479669,83.0478998727161,100.0,3.3266624431539054,3,6.576559938262155,0,65.15323591080745,1
5.061051228130096,72.65766678028962,5.728559181254674,62.67490260487982,68.05081242932762,3.7922126977085906,4,6.046345529978298,0,97.54427762241036,0
7.085120087171929,78.58470362662153,8.22789192751482,80.57430101486094,100.0,3.5313589934520495,4,6.501024839223738,0,72.06357203753282,1
5.0731646143750755,95.98321807641034,8.382904567011424,72.06529571943537,78.4684869514454,3.8697372564151875,3,6.800857979090848,0,83.52274771422451,1
5.068540492859486,87.33547813505866,8.277114905143982,90.89232974155509,74.89222509066715,7.574362093412182,2,1.507770734821091,0,58.61091775593262,1
6.483924543132068,80.08783654898147,5.026303887672788,91.66788483942771,73.04127031598242,6.452077586220721,3,2.1713045197199614,1,49.88194460646512,1
2.173439510684404,77.62316683039016,6.301073532891924,72.34240371974444,42.57713670723223,2.846153762631309,4,7.342339325257682,0,68.78897018437185,0
2.5501643349739345,80.7660907045166,8.234482888004981,70.95055809833754,60.53070174881306,5.87499659281691,1,3.436521713816626,1,47.6429589499802,0
4.875424941518054,74.88236442057696,7.062312760845842,83.83956142374342,68.5374095563785,4.21883537470286,2,3.6547083100728814,1,59.52115595137488,0
3.9743377593311524,58.95250494280985,5.389460730703804,62.99086753085258,50.4533234011339,3.635230829056869,3,2.474314955671364,0,73.56631327747097,0
6.628494665190548,100.0,7.687476908688162,81.1564517724179,64.6023838260601,2.028521068554986,2,4.190104221305036,0,68.33108654407374,1
4.183951848957578,81.55324999199401,5.927789111512794,61.0206061145524,55.51667380230963,6.943837387640489,2,4.301367872631058,1,75.01779078242683,0
3.175392597329417,83.98147265122537,9.691787272588318,63.77208268127675,77.26202783663881,2.272273700665723,1,3.125078624629685,1,79.00477594003122,0
8.931297537843108,79.42092250123092,9.317262193627387,100.0,100.0,4.896073643980251,1,2.893834510248511,0,52.06412926290841,1
5.548447399026928,72.64883199275413,7.906146139533351,79.0880698432571,75.34057586725066,3.1073775085502624,1,5.637326184351412,1,55.8709859285435,0
6.1350564093758475,78.1407551905123,9.04151005715466,93.7900902364822,78.29976641866796,6.5516878941398495,4,3.3846614662231413,1,37.32123706956717,1
3.1505036275730864,64.00605237805689,7.097187025185072,54.33836021559324,55.53981804714331,4.331296347372099,3,3.787375486043477,0,64.4421503853568,0
4.911234550949635,100.0,8.148156241562523,79.55855626173057,60.12255382260278,4.7310746889593105,4,1.0,0,81.05133936425847,1
6.2218451794197325,67.65488001577604,9.216580442953113,68.62619787840548,91.08286165259084,4.798531474139934,3,8.87640048506205,1,92.3691529540973,0
3.6980128451553944,69.6803371615282,7.3682480226914695,69.4318289175134,80.92384100990373,5.605140669871567,4,6.883648058949401,1,72.85722803624756,0
6.751396036691344,75.597407956136,6.6172192427285745,91.16031440902151,71.57418536175521,5.026009527966619,4,4.010387893346116,0,90.59843295314036,1
4.7987226201623905,92.88075724852378,4.443067062734326,71.84858743256976,67.96395193672834,4.913453622077768,1,3.2018381286845594,0,75.75740535663977,1
5.416612500413446,80.14508999262654,6.875299711417759,82.5943285429368,68.001011995379,3.963196049490444,4,5.02177759446625,0,71.61174130751527,1
4.796586775541206,67.63864203969538,8.235134776843466,64.38561052937669,64.57712990459747,1.8505412533158139,1,4.966932820804692,1,60.83063685122228,0
9.704556369017876,92.54338360757339,8.418450141351444,81.88588206312555,100.0,2.762898080916289,3,2.4480668609707057,1,34.22259935476199,1
5.973005550524132,87.31000626785482,7.756547598577614,85.43532397749868,62.71841784948357,6.436959477361291,1,1.0,0,88.34784230829393,1
3.8845781420881993,85.38434957216452,6.18805135755664,86.86299305119833,67.97216576189226,4.388361073347404,2,3.947848184966662,1,69.20162537437601,1
7.645089824206378,87.1573424117084,4.034767646578614,78.26499971933296,93.15292001829692,3.6719804445550404,2,1.8732509382009734,1,90.82444787200774,1
3.5583127000579555,100.0,6.257177352992898,80.01350530135772,59.92836446432955,2.18854371116391,4,5.3427598934470835,1,55.75550321716488,1
6.4177271900095105,100.0,6.543482693419072,82.52287003821166,87.43704140992479,1.5607057198192957,2,5.356163133321349,0,100.0,1
2.080659752240449,73.13284656996704,6.530606549214979,47.046383544271485,53.96047691881719,3.593586239743603,3,3.053574603316183,1,66.2681911800058,0
3.343627902203139,96.23884992811152,7.927834535466887,55.40308649749407,72.23306662477995,6.7761057080905145,4,3.930831464689094,0,59.61716509385744,0
6.393722471738247,83.83168189758901,9.97851461652226,82.12646009229773,63.14028178117094,3.885859612755363,1,8.526083383956166,1,66.78216930431522,0
7.476933159990821,84.99095816137749,7.18529380276164,83.34004292071307,81.37384634987623,5.800971050482895,4,6.550257052541925,0,72.55684633723382,1
6.342736562379941,63.07729168356671,6.674902316265308,68.58455304431732,77.33828794576931,3.7938803412040842,4,4.095494458582192,0,68.95146990885961,0
5.768703435223519,78.29614234611805,6.611167280493861,61.90312436386355,47.89014676662762,6.277733392057698,2,9.583918653871958,0,62.27004386310544,0
5.3977926088214225,71.87176409663435,7.186577150361571,68.52176976484205,61.527228317143184,4.2964983963826615,4,2.6061251760567106,1,42.94836165801077,0
3.0429560192651453,88.28058814893309,5.757559359477401,67.1528701796369,50.12174357200301,2.5362315088990073,3,3.3746105503668904,0,57.9350863131424,0
4.5603115832105825,90.71080500402805,7.180297838119083,72.73755039002154,76.84392944749699,4.462093864201113,4,4.778971658584146,1,86.11653504213805,1
5.078722458080425,59.255136489836886,7.6762185044977,70.38123271540135,63.403901285336545,8.668000836560815,1,1.937985869247369,1,56.80415949290692,0
8.11424445243783,79.7796513599573,7.314529095361732,92.59009420510398,80.5046768415672,8.57976863110171,1,8.580618329255692,1,44.245770443537694,1
6.687236579136923,91.21861504794252,7.686312901007172,93.83645009431149,88.29827728138346,5.97306660555873,2,5.366304077418561,1,54.16750378347544,1
2.473919689274532,78.13321037686555,7.650621414022803,66.31086355071413,38.66441167774665,4.725882369172595,4,3.420102286200411,1,68.67030568241296,0
6.64816793878959,87.29063645002364,4.342154976630335,82.02775298005214,59.17656695830182,5.607803604190167,1,5.895573902809523,0,58.6116824915238,0
5.229835439167367,83.51165467627084,7.955305237593105,85.42989726244372,67.76308963431075,5.6337046774665795,4,5.292111696595782,0,65.80244381936205,1
4.646155999388083,83.41660231952626,5.993477731506319,63.63227697477746,53.39986831554495,4.920226495265797,4,4.390697831748307,1,58.02320193031294,0
7.2233525776817356,77.28685021931703,5.356241255494063,83.86756749285516,69.24332251949392,5.881888039845234,1,2.5829696663570396,0,85.14615844593216,1
8.061999044991902,67.8341919586429,5.343322258217506,88.29911586895582,94.10633218683122,5.416453724307127,4,2.127576148941786,1,77.36274266197876,1
7.862560238232398,68.78469852574972,7.650312415708794,76.94326860673354,95.93509980852018,4.368055229271373,2,9.373601994886453,0,100.0,1
4.321564953554723,87.09352514455317,6.66613760916272,67.40908314493004,73.81803187984958,2.609486401232714,2,2.2945302297800056,1,64.27418055095274,0
5.381575248297571,80.19458255518883,4.477046824021884,56.158279432534826,83.37721809285775,4.079881515559668,1,8.395931038702752,0,65.72681237141103,0
6.662526862807128,78.61487755392776,7.717056722788425,100.0,92.38650437699079,6.599037698147193,3,3.3104817047680886,1,87.75253035312925,1
7.951090254244718,75.76109957677647,4.840587803801759,80.38131338686046,66.420639437199,4.937075551009271,3,6.580065135080645,1,75.8651257779438,0
5.04165152430942,76.94811154519249,7.209732037777316,91.0693989357602,74.75402874515119,5.60057378317501,4,5.930866180161559,0,55.87739979696351,1
5.628682046672366,90.46911794488139,7.357748388509581,78.52425529055675,68.4760102843386,4.433968944591175,2,6.330837400592833,1,78.34631978235431,1
3.7873300519879436,76.64755918131974,8.328365622542567,74.5852915814993,55.2497378520233,2.8808049899787505,1,6.464028544480381,0,75.94793345969529,0
3.6075867518386584,66.58935286698431,9.672527179700278,63.14993577568398,67.24966683311901,4.522740570256354,2,1.7768687553249785,0,43.0930616781139,0
7.625051644788396,87.43651775540174,4.952985511149187,90.20455514355874,68.44735506977285,2.955088198501297,3,3.647308015051646,0,60.230339501306844,1
8.712480057141645,77.95123336135283,6.921289215905426,100.0,74.76379428412667,2.8274216527928973,3,2.2639040815645717,0,72.85480285089426,1
5.855979756839332,80.31395865532777,6.585497057433674,85.92542292813849,81.47160598185317,7.4112732177388185,4,5.378602121695194,1,91.6941956086607,1
8.007065795784047,96.0757830639951,7.650624528941443,97.7830628796638,92.92025494981326,4.159827990131567,1,2.3533113357515476,1,80.4699766644043,1
6.723272050095268,79.79439442649493,7.323503156400428,79.93303315008458,81.70695885928671,3.5170305490799327,4,1.0379056458535576,1,61.539330788020074,1
4.709760490789751,82.89183673118725,6.47118063589507,68.7452057290352,59.45942889750714,8.235919368761811,2,4.525045326912851,1,59.37697143236351,0
